,symbol,company_name,industry,market_cap
1376,COSM,Cosmos Holdings,Health Care Providers & Services,14210000.0
1377,COST,Costco Wholesale,Food & Staples Retailing,220400000000.0
1378,COTY,Coty Inc.,Personal Products,5520000000.0
1379,COUP,Coupa Software,Software,5520000000.0
1380,COUR,Coursera,Education & Training Services,2220000000.0
1381,COVA,COVA Acquisition,Blank Check / SPAC,367500000.0
1382,COWN,Cowen,Capital Markets,660410000.0
1383,CP,Canadian Pacific Railway,Road & Rail,64450000000.0
1384,CPA,Copa Holdings,Airlines,2910000000.0
1385,CPAA,Conyers Park III Acquisition,Blank Check / SPAC,429740000.0
1386,CPAC,Cementos Pacasmayo,Construction Materials,452940000.0
1387,CPAQ,Counter Press Acquisition,Blank Check / SPAC,112810000.0
1388,CPAR,Catalyst Partners Acquisition,Blank Check / SPAC,433280000.0
1389,CPB,Campbell Soup Company,Food Products,15250000000.0
1390,CPE,Callon Petroleum Company,"Oil, Gas & Consumable Fuels",2860000000.0
1391,CPF,Central Pacific Financial,Banks,654080000.0
1392,CPG,Crescent Point Energy,"Oil, Gas & Consumable Fuels",4090000000.0
1393,CPHC,Canterbury Park Holding,"Hotels, Restaurants & Leisure",141710000.0
1394,CPHI,China Pharma Holdings,Pharmaceuticals,10890000.0
1395,CPIX,Cumberland Pharmaceuticals,Pharmaceuticals,33090000.000000004
1396,CPK,Chesapeake Utilities,Gas Utilities,2240000000.0
1397,CPLP,Capital Product Partners,"Oil, Gas & Consumable Fuels",303610000.0
1398,CPNG,Coupang,Internet Retail,23500000000.0
1399,CPOP,Pop Culture Group,Entertainment,19170000.0
1400,CPRI,Capri Holdings,"Textiles, Apparel & Luxury Goods",6350000000.0
1401,CPRT,Copart,Commercial Services & Supplies,26590000000.0
1402,CPRX,Catalyst Pharmaceuticals,Biotechnology,710210000.0
1403,CPS,Cooper-Standard Holdings,Auto Components,95380000.0
1404,CPSH,CPS Technologies,"Electronic Equipment, Instruments & C...",50500000.0
1405,CPSI,Computer Programs & Systems,Health Care Technology,476650000.0
1406,CPSS,Consumer Portfolio Services,Consumer Finance,286920000.0
1407,CPT,Camden Property Trust,Equity Real Estate Investment Trusts ...,15550000000.0
1408,CPTK,Crown PropTech Acquisitions,Blank Check / SPAC,340340000.0
1409,CPTN,Cepton,Software-Application,378960000.0
1410,CPUH,Compute Health Acquisition,Blank Check / SPAC,1050000000.0
1411,CQP,Cheniere Energy Partners LP,"Oil, Gas & Consumable Fuels",25700000000.0
1412,CR,Crane Co.,Machinery,5090000000.0
1413,CRAI,CRA International,Professional Services,595540000.0
1414,CRBP,Corbus Pharmaceuticals Holdings,Biotechnology,26840000.0
1415,CRBU,Caribou Biosciences,Biotechnology,544530000.0
1416,CRC,California Resources,"Oil, Gas & Consumable Fuels",3160000000.0
1417,CRCT,Cricut,Computer Hardware,2180000000.0
1418,CRD.A,Crawford & Company,Insurance Brokers,381140000.0
1419,CRD.B,Crawford & Company,Insurance Brokers,379430000.0
1420,CRDF,Cardiff Oncology,Biotechnology,58030000.0
1421,CRDL,Cardiol Therapeutics,Drug Manufacturers-Specialty & Generic,73070000.0
1422,CRDO,Credo Technology Group Holding,Communication Equipment,1470000000.0
1423,CREC,Crescera Capital Acquisition,Blank Check / SPAC,266720000.00000003
1424,CREG,China Recycling Energy,Commercial Services & Supplies,30630000.0
1425,CRESY,Cresud SACIF y A.,Real Estate Management & Development,375040000.0
1426,CREX,Creative Realities,Media,12160000.0
1427,CRGE,Charge Enterprises,Information Technology Services,803680000.0
1428,CRGY,Crescent Energy Company,Oil & Gas E&P,2830000000.0
1429,CRH,CRH Plc,Construction Materials,30280000000.0
1430,CRHC,Cohn Robbins Holdings,Shell Companies,1020000000.0
1431,CRI,Carter's,"Textiles, Apparel & Luxury Goods",3330000000.0
1432,CRIS,Curis,Biotechnology,81270000.0
1433,CRK,Comstock Resources,"Oil, Gas & Consumable Fuels",3420000000.0
1434,CRKN,Crown ElectroKinetics,Specialty Chemicals,13410000.0
1435,CRL,Charles River Laboratories International,Life Sciences Tools & Services,11980000000.0
1436,CRM,Salesforce.com,Software,165890000000.0
1437,CRMD,CorMedix,Pharmaceuticals,126640000.0
1438,CRMT,America's Car-Mart,Specialty Retail,536039999.99999994
1439,CRNC,Cerence,Software,1140000000.0
1440,CRNT,Ceragon Networks,Communications Equipment,141960000.0
1441,CRNX,Crinetics Pharmaceuticals,Biotechnology,1000000000.0
1442,CRON,Cronos Group,Pharmaceuticals,1230000000.0
1443,CROX,Crocs,"Textiles, Apparel & Luxury Goods",3590000000.0
1444,CRS,Carpenter Technology,Metals & Mining,1600000000.0
1445,CRSP,CRISPR Therapeutics AG,Biotechnology,4050000000.0
1446,CRSR,Corsair Gaming,"Technology Hardware, Storage & Periph...",1460000000.0
1447,CRT,Cross Timbers Royalty Trust,"Oil, Gas & Consumable Fuels",95100000.0
1448,CRTD,Creatd,Internet Content & Information,13540000.0
1449,CRTO,Criteo,Media,1520000000.0
1450,CRTX,Cortexyme,Biotechnology,101910000.0
1451,CRU,Crucible Acquisition,Blank Check / SPAC,316970000.0
1452,CRUS,Cirrus Logic,Semiconductors & Semiconductor Equipment,4470000000.0
1453,CRVL,CorVel,Health Care Providers & Services,2700000000.0
1454,CRVS,Corvus Pharmaceuticals,Biotechnology,48420000.0
1455,CRWD,CrowdStrike Holdings,Software,36260000000.0
1456,CRWS,Crown Crafts,"Textiles, Apparel & Luxury Goods",60680000.0
1457,CRXT,Clarus Therapeutics Holdings,Drug Manufacturers-General,23560000.0
1458,CRZN,Corazon Capital V838 Monoceros,Blank Check / SPAC,249650000.0
1459,CS,Credit Suisse Group AG,Capital Markets,16930000000.0
1460,CSBR,Champions Oncology,Life Sciences Tools & Services,97500000.0
1461,CSCO,Cisco Systems,Communications Equipment,207420000000.0
1462,CSCW,Color Star Technology Co.,Entertainment,24330000.0
1463,CSGP,CoStar Group,Professional Services,23060000000.0
1464,CSGS,CSG Systems International,IT Services,1890000000.0
1465,CSII,Cardiovascular Systems,Health Care Equipment & Supplies,650110000.0
1466,CSIQ,Canadian Solar,Semiconductors & Semiconductor Equipment,1560000000.0
1467,CSL,Carlisle Companies,Industrial Conglomerates,12700000000.0
1468,CSLM,Consilium Acquisition Corp I,Blank Check / SPAC,231970000.0
1469,CSPI,CSP Inc.,IT Services,32890000.0
1470,CSR,Centerspace,"Electronic Equipment, Instruments & C...",1420000000.0
1471,CSSE,Chicken Soup for the Soul Entertainment,Entertainment,82890000.0
1472,CSTA,Constellation Acquisition I,Blank Check / SPAC,379750000.0
1473,CSTE,Caesarstone,Building Products,314080000.0
1474,CSTL,Castle Biosciences,Biotechnology,517390000.0
1475,CSTM,Constellium SE,Metals & Mining,2220000000.0
1476,CSTR,CapStar Financial Holdings,Banks,431170000.0
1477,CSV,Carriage Services,Diversified Consumer Services,588420000.0
1478,CSWC,Capital Southwest,Capital Markets,542400000.0
1479,CSWI,CSW Industrials,Building Products,1680000000.0
1480,CSX,CSX Corporation,Road & Rail,72690000000.0
1481,CTAQ,Carney Technology Acquisition II,Blank Check / SPAC,502390000.0
1482,CTAS,Cintas,Commercial Services & Supplies,38470000000.0
1483,CTBI,Community Trust Bancorp,Banks,720460000.0
1484,CTEK,CynergisTek,Health Care Providers & Services,9290000.0
1485,CTG,Computer Task Group,IT Services,130860000.00000001
1486,CTGO,Contango ORE,Metals & Mining,151780000.0
1487,CTHR,Charles & Colvard,"Textiles, Apparel & Luxury Goods",42960000.0
1488,CTIB,Yunhong CTI,Household Durables,4790000.0
1489,CTIC,CTI BioPharma,Biotechnology,424290000.0
1490,CTK,CooTek (Cayman),Software,6820000.0
1491,CTKB,Cytek Biosciences,Medical Devices,1260000000.0
1492,CTLP,Cantaloupe,Information Technology Services,324980000.0
1493,CTLT,Catalent,Pharmaceuticals,18000000000.0
1494,CTMX,CytomX Therapeutics,Biotechnology,115100000.0
1495,CTO,CTO Realty Growth,Real Estate Management & Development,378600000.0
1496,CTOS,Custom Truck One Source,Trading Companies & Distributors,1460000000.0
1497,CTRA,Coterra Energy,"Oil, Gas & Consumable Fuels",24000000000.0
1498,CTRE,CareTrust REIT,Equity Real Estate Investment Trusts ...,1670000000.0
1499,CTRM,Castor Maritime,Marine,179760000.0
1500,CTRN,Citi Trends,Specialty Retail,250360000.0
1501,CTS,CTS Corporation,"Electronic Equipment, Instruments & C...",1160000000.0
1502,CTSH,Cognizant Technology Solutions,IT Services,38240000000.0
1503,CTSO,CytoSorbents,Health Care Equipment & Supplies,98010000.0
1504,CTT,CatchMark Timber Trust,Equity Real Estate Investment Trusts ...,390230000.0
1505,CTV,Innovid,Advertising Agencies,626120000.0
1506,CTVA,Corteva,Chemicals,40140000000.0
1507,CTXR,Citius Pharmaceuticals,Pharmaceuticals,130729999.99999999
1508,CTXS,Citrix Systems,Software,12550000000.0
1509,CUBE,CubeSmart,Equity Real Estate Investment Trusts ...,10010000000.0
1510,CUBI,Customers Bancorp,Banks,1300000000.0
1511,CUE,Cue Biopharma,Biotechnology,127690000.0
1512,CUEN,Cuentas,Diversified Telecommunication Services,10330000.0
1513,CUK,Carnival,"Hotels, Restaurants & Leisure",15650000000.0
1514,CULL,Cullman Bancorp,Banks,81090000.0
1515,CULP,"Culp, Inc.","Textiles, Apparel & Luxury Goods",71960000.0
1516,CURI,CuriosityStream,Broadcasting,93940000.0
1517,CURO,CURO Group Holdings,Consumer Finance,330860000.0
1518,CURV,Torrid Holdings,Apparel Retail,567040000.0
1519,CUTR,Cutera,Health Care Equipment & Supplies,928180000.0
1520,CUZ,Cousins Properties,Equity Real Estate Investment Trusts ...,5010000000.0
1521,CVAC,CureVac,Biotechnology,2930000000.0
1522,CVBF,CVB Financial,Banks,3340000000.0
1523,CVCO,Cavco Industries,Household Durables,2150000000.0
1524,CVCY,Central Valley Community Bancorp,Banks,201580000.0
1525,CVE,Cenovus Energy,"Oil, Gas & Consumable Fuels",39890000000.0
1526,CVEO,Civeo,Commercial Services & Supplies,358210000.0
1527,CVET,Covetrus,Health Care Providers & Services,2130000000.0
1528,CVGI,Commercial Vehicle Group,Machinery,217770000.0
1529,CVGW,Calavo Growers,Food Products,552060000.0
1530,CVI,CVR Energy,"Oil, Gas & Consumable Fuels",3150000000.0
1531,CVII,Churchill Capital VII,Blank Check / SPAC,1680000000.0
1532,CVLG,Covenant Logistics Group,Road & Rail,339410000.0
1533,CVLT,Commvault Systems,Software,2620000000.0
1534,CVLY,Codorus Valley Bancorp,Banks,210760000.0
1535,CVM,Cel-Sci,Biotechnology,123020000.0
1536,CVNA,Carvana Co.,Specialty Retail,6800000000.0
1537,CVR,Chicago Rivet & Machine Co.,Machinery,26160000.0
1538,CVRX,"CVRx, Inc.",Medical Devices,108450000.0
1539,CVS,CVS Health,Health Care Providers & Services,127830000000.0
1540,CVT,Cvent Holding,Software-Application,2710000000.0
1541,CVU,CPI Aerostructures,Aerospace & Defense,30110000.0
1542,CVV,CVD Equipment,Semiconductors & Semiconductor Equipment,28190000.0
1543,CVX,Chevron,"Oil, Gas & Consumable Fuels",329830000000.0
1544,CW,Curtiss-Wright,Aerospace & Defense,5280000000.0
1545,CWAN,Clearwater Analytics Holdings,Software-Application,4790000000.0
1546,CWBC,Community West Bancshares,Banks,119040000.0
1547,CWBR,CohBar,Biotechnology,17830000.0
1548,CWCO,Consolidated Water Co.,Water Utilities,174500000.0
1549,CWEN,Clearway Energy,Independent Power and Renewable Elect...,6170000000.0
1550,CWEN.A,Clearway Energy,Independent Power and Renewable Elect...,6170000000.0
1551,CWH,Camping World Holdings,Specialty Retail,1240000000.0
1552,CWK,Cushman & Wakefield,Real Estate Management & Development,4099999999.9999995
1553,CWST,Casella Waste Systems,Commercial Services & Supplies,3630000000.0
1554,CWT,California Water Service Group,Water Utilities,2850000000.0
1555,CX,CEMEX,Construction Materials,6080000000.0
1556,CXAC,C5 Acquisition,Blank Check / SPAC,357220000.0
1557,CXDO,Crexendo,IT Services,53680000.0
1558,CXM,Sprinklr,Software-Application,2910000000.0
1559,CXW,CoreCivic,Equity Real Estate Investment Trusts ...,1300000000.0
1560,CYAD,Celyad Oncology,Biotechnology,39910000.0
1561,CYAN,Cyanotech,Personal Products,18090000.0
1562,CYBE,CyberOptics,Semiconductors & Semiconductor Equipment,317620000.0
1563,CYBN,Cybin,Biotechnology,74280000.0
1564,CYBR,CyberArk Software,Software,5350000000.0
1565,CYCC,Cyclacel Pharmaceuticals,Biotechnology,13890000.0
1566,CYCN,Cyclerion Therapeutics,Biotechnology,24550000.0
1567,CYD,China Yuchai International,Machinery,397960000.0
1568,CYH,Community Health Systems,Health Care Providers & Services,874160000.0
1569,CYN,Cyngn,Software-Application,89140000.0
1570,CYRN,Cyren,Software,9710000.0
1571,CYRX,CryoPort,Health Care Equipment & Supplies,1210000000.0
1572,CYT,Cyteir Therapeutics,Biotechnology,61260000.0
1573,CYTH,Cyclo Therapeutics,Drug Manufacturers-Specialty & Generic,18260000.0
1574,CYTK,Cytokinetics,Biotechnology,3600000000.0
1575,CYTO,Altamira Therapeutics,Biotechnology,12060000.0
1576,CYXT,Cyxtera Technologies,Information Technology Services,2250000000.0
1577,CZNC,Citizens & Northern,Banks,370150000.0
1578,CZOO,Cazoo Group,Software-Application,1110000000.0
1579,CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",11790000000.0
1580,CZWI,Citizens Community Bancorp,Banks,129639999.99999999
1581,D,Dominion Energy,Multi-Utilities,67830000000.0
1582,DAC,Danaos,Marine,1650000000.0
1583,DADA,Dada Nexus,Internet & Direct Marketing Retail,1700000000.0
1584,DAIO,Data I/O,"Electronic Equipment, Instruments & C...",26380000.0
1585,DAKT,Daktronics,"Electronic Equipment, Instruments & C...",145040000.0
1586,DAL,Delta Air Lines,Airlines,24570000000.0
1587,DALN,DallasNews,Media,36340000.0
1588,DALS,DA32 Life Science Tech Acquisition,Blank Check / SPAC,249060000.0
1589,DAN,Dana Incorporated,Auto Components,2210000000.0
1590,DAO,Youdao,Diversified Consumer Services,646220000.0
1591,DAOO,Crypto 1 Acquisition,Blank Check / SPAC,284340000.0
1592,DAR,Darling Ingredients,Food Products,12490000000.0
1593,DARE,Dare Bioscience,Health Care Equipment & Supplies,88950000.0
1594,DASH,DoorDash,Internet & Direct Marketing Retail,25890000000.0
1595,DATS,DatChat,Software-Application,25480000.0
1596,DAVA,Endava,IT Services,5820000000.0
1597,DAVE,Dave Inc.,Software-Application,1070000000.0000001
1598,DAWN,Day One Biopharmaceuticals,Biotechnology,473940000.0
1599,DB,Deutsche Bank AG,Capital Markets,20410000000.0
1600,DBD,Diebold Nixdorf,"Technology Hardware, Storage & Periph...",280190000.0
1601,DBGI,Digital Brands Group,Apparel Retail,3320000.0
1602,DBI,Designer Brands,Specialty Retail,1020000000.0
1603,DBRG,DigitalBridge Group,REIT-Diversified,3550000000.0
1604,DBTX,Decibel Therapeutics,Biotechnology,52180000.0
1605,DBVT,DBV Technologies,Biotechnology,133330000.00000001
1606,DBX,Dropbox,Software,7800000000.0
1607,DC,Dakota Gold,Gold,
1608,DCBO,Docebo,Software-Application,1070000000.0000001
1609,DCFC,Tritium DCFC,Electrical Equipment & Parts,1080000000.0
1610,DCGO,DocGo,Medical Care Facilities,596170000.0
1611,DCI,Donaldson Company,Machinery,6140000000.0
1612,DCO,Ducommun,Aerospace & Defense,554860000.0
1613,DCOM,Dime Community Bancshares,Thrifts & Mortgage Finance,1200000000.0
1614,DCP,DCP Midstream LP,"Oil, Gas & Consumable Fuels",7020000000.0
1615,DCPH,Deciphera Pharmaceuticals,Biotechnology,682690000.0
1616,DCRD,Decarbonization Plus Acquisition IV,Blank Check / SPAC,391360000.0
1617,DCT,Duck Creek Technologies,Software,2290000000.0
1618,DCTH,Delcath Systems,Medical Devices,38190000.0
1619,DD,DuPont de Nemours,Chemicals,32619999999.999996
1620,DDD,3D Systems,"Technology Hardware, Storage & Periph...",1350000000.0
1621,DDI,DoubleDown Interactive Co.,Electronic Gaming & Multimedia,490580000.0
1622,DDL,Dingdong (Cayman),Grocery Stores,1030000000.0
1623,DDOG,Datadog,Software,34290000000.0
1624,DDS,Dillard's,Multiline Retail,5900000000.0
1625,DE,Deere & Company,Machinery,112490000000.0
1626,DEA,Easterly Government Properties,Equity Real Estate Investment Trusts ...,3350000000.0
1627,DECA,Denali Capital Acquisition,Blank Check / SPAC,98550000.0
1628,DECK,Deckers Outdoor,"Textiles, Apparel & Luxury Goods",6720000000.0
1629,DEI,Douglas Emmett,Equity Real Estate Investment Trusts ...,5640000000.0
1630,DELL,Dell Technologies,"Technology Hardware, Storage & Periph...",34290000000.0
1631,DEN,Denbury,"Oil, Gas & Consumable Fuels",3390000000.0
1632,DENN,Denny's,"Hotels, Restaurants & Leisure",638110000.0
1633,DEO,Diageo,Beverages,109050000000.0
1634,DERM,Journey Medical,Drug Manufacturers-Specialty & Generic,68310000.0
1635,DESP,Despegar.com,Internet & Direct Marketing Retail,595480000.0
1636,DFFN,Diffusion Pharmaceuticals,Biotechnology,15350000.0
1637,DFH,Dream Finders Homes,Residential Construction,1590000000.0
1638,DFIN,Donnelley Financial Solutions,Capital Markets,923490000.0
1639,DFS,Discover Financial Services,Consumer Finance,29470000000.0
1640,DG,Dollar General,Multiline Retail,53150000000.0
1641,DGICA,Donegal Group,Insurance,476110000.0
1642,DGICB,Donegal Group,Insurance,460520000.0
1643,DGII,Digi International,Communications Equipment,903340000.0
1644,DGLY,Digital Ally,"Electronic Equipment, Instruments & C...",50720000.0
1645,DGNU,Dragoneer Growth Opportunities III,Blank Check / SPAC,524350000.0
1646,DGX,Quest Diagnostics,Health Care Providers & Services,16010000000.000002
1647,DH,Definitive Healthcare,Health Information Services,1660000000.0
1648,DHAC,Digital Health Acquisition,Blank Check / SPAC,149320000.0
1649,DHBC,DHB Capital,Blank Check / SPAC,351470000.0
1650,DHC,Diversified Healthcare Trust,Equity Real Estate Investment Trusts ...,525770000.0
1651,DHCA,DHC Acquisition,Blank Check / SPAC,377920000.0
1652,DHHC,DiamondHead Holdings,Blank Check / SPAC,423490000.0
1653,DHI,D.R. Horton,Household Durables,24120000000.0
1654,DHIL,Diamond Hill Investment Group,Capital Markets,551870000.0
1655,DHR,Danaher,Health Care Equipment & Supplies,181180000000.0
1656,DHT,DHT Holdings,"Oil, Gas & Consumable Fuels",909050000.0
1657,DHX,DHI Group,Interactive Media & Services,320540000.0
1658,DIBS,1stdibs.com,Internet Retail,206960000.0
1659,DICE,DICE Therapeutics,Biotechnology,668370000.0
1660,DIDI,DiDi Global,Software-Application,7220000000.0
1661,DILA,DILA Capital Acquisition,Blank Check / SPAC,74510000.0
1662,DIN,Dine Brands Global,"Hotels, Restaurants & Leisure",1270000000.0
1663,DINO,HF Sinclair,"Oil, Gas & Consumable Fuels",10460000000.0
1664,DIOD,Diodes,Semiconductors & Semiconductor Equipment,3370000000.0
1665,DIS,The Walt Disney Company,Entertainment,195410000000.0
1666,DISA,Disruptive Acquisition I,Blank Check / SPAC,335840000.0
1667,DISH,DISH Network,Media,11060000000.0
1668,DIT,AMCON Distributing Company,Distributors,97360000.0
1669,DJCO,Daily Journal,Media,348980000.0
1670,DK,Delek US Holdings,"Oil, Gas & Consumable Fuels",1930000000.0
1671,DKDCA,Data Knights Acquisition,Blank Check / SPAC,152740000.0
1672,DKL,Delek Logistics Partners LP,"Oil, Gas & Consumable Fuels",2190000000.0
1673,DKNG,DraftKings Holdings,"Hotels, Restaurants & Leisure",5510000000.0
1674,DKS,Dick's Sporting Goods,Specialty Retail,7380000000.0
1675,DLA,Delta Apparel,"Textiles, Apparel & Luxury Goods",198810000.0
1676,DLB,Dolby Laboratories,"Electronic Equipment, Instruments & C...",7590000000.0
1677,DLCA,Deep Lake Capital Acquisition,Blank Check / SPAC,253830000.0
1678,DLHC,DLH Holdings,Professional Services,205650000.0
1679,DLNG,Dynagas LNG Partners,"Oil, Gas & Consumable Fuels",123290000.0
1680,DLO,DLocal,Software-Infrastructure,6130000000.0
1681,DLPN,Dolphin Entertainment,Entertainment,28440000.0
1682,DLR,Digital Realty Trust,Equity Real Estate Investment Trusts ...,38170000000.0
1683,DLTH,Duluth Holdings,Internet & Direct Marketing Retail,389360000.0
1684,DLTR,Dollar Tree,Multiline Retail,35880000000.0
1685,DLX,Deluxe,Commercial Services & Supplies,1060000000.0
1686,DM,Desktop Metal,Computer Hardware,588890000.0
1687,DMAC,DiaMedica Therapeutics,Biotechnology,64519999.99999999
1688,DMAQ,Deep Medicine Acquisition,Blank Check / SPAC,163670000.0
1689,DMLP,Dorchester Minerals,"Oil, Gas & Consumable Fuels",1060000000.0
1690,DMRC,Digimarc,Software,323850000.0
1691,DMS,Digital Media Solutions,Advertising Agencies,49500000.0
1692,DMTK,DermTech,Biotechnology,234730000.0
1693,DMYS,"dMY Technology Group, Inc. VI",Blank Check / SPAC,312830000.0
